filename,class,foreground_pixels,foreground_ratio,status
IMG_20211011_161351 (Custom).jpg,Anthracnose,15846,0.2063,success
IMG_20211011_162814 (Custom).jpg,Anthracnose,12858,0.1674,success
20211011_171141 - Copy - Copy - Copy (Custom).jpg,Anthracnose,11313,0.1964,success
IMG_20211011_170357 (Custom).jpg,Anthracnose,8201,0.1068,success
IMG_20211011_134654 (Custom).jpg,Anthracnose,15257,0.1987,success
IMG_20211011_153444 (Custom).jpg,Anthracnose,9815,0.1278,success
IMG_20211011_164858 (Custom).jpg,Anthracnose,15085,0.1964,success
IMG_20211011_140354 (Custom).jpg,Anthracnose,6133,0.0799,success
20211011_164219 (Custom).jpg,Anthracnose,17188,0.2984,success
20211011_170702 (Custom).jpg,Anthracnose,12343,0.2143,success
IMG_20211011_153604 - Copy (Custom).jpg,Anthracnose,14114,0.1838,success
IMG_20211011_161938 (Custom).jpg,Anthracnose,15018,0.1955,success
IMG_20211011_161335 (Custom).jpg,Anthracnose,10981,0.1430,success
IMG_20211011_164341 (Custom).jpg,Anthracnose,14884,0.1938,success
IMG_20211011_153226 (Custom).jpg,Anthracnose,10635,0.1385,success
IMG_20211011_161534 (Custom).jpg,Anthracnose,15645,0.2037,success
20211011_170714 - Copy - Copy - Copy (Custom).jpg,Anthracnose,12007,0.2085,success
IMG_20211011_153557 (Custom).jpg,Anthracnose,14560,0.1896,success
IMG_20211011_162822 (Custom).jpg,Anthracnose,12888,0.1678,success
IMG_20211011_165137 (Custom).jpg,Anthracnose,10619,0.1383,success
IMG_20211011_164346 (Custom).jpg,Anthracnose,9106,0.1186,success
IMG_20211011_153304 (Custom).jpg,Anthracnose,10849,0.1413,success
IMG_20211011_140313 (Custom).jpg,Anthracnose,5942,0.0774,success
IMG_20211011_140437 (Custom).jpg,Anthracnose,5185,0.0675,success
IMG_20211011_140515 (Custom).jpg,Anthracnose,6041,0.0787,success
IMG_20211011_153109 (Custom).jpg,Anthracnose,13561,0.1766,success
IMG_20211011_165840 (Custom).jpg,Anthracnose,11330,0.1475,success
20211011_133430 (Custom).jpg,Anthracnose,20978,0.3642,success
IMG_20211011_140547 (Custom).jpg,Anthracnose,4561,0.0594,success
IMG_20211011_153311 (Custom).jpg,Anthracnose,10231,0.1332,success
IMG_20211011_170204 (Custom).jpg,Anthracnose,26251,0.3418,success
20211011_134537 (Custom).jpg,Anthracnose,19009,0.3300,success
IMG_20211011_164422 (Custom).jpg,Anthracnose,8882,0.1157,success
IMG_20211011_153316 (Custom).jpg,Anthracnose,9645,0.1256,success
IMG_20211011_164354 (Custom).jpg,Anthracnose,8961,0.1167,success
IMG_20211011_162830 (Custom).jpg,Anthracnose,18006,0.2345,success
IMG_20211011_153432 (Custom).jpg,Anthracnose,10919,0.1422,success
IMG_20211011_165125 (Custom).jpg,Anthracnose,11350,0.1478,success
20211011_170717 (Custom).jpg,Anthracnose,14842,0.2577,success
20211011_133412 (Custom).jpg,Anthracnose,17921,0.3111,success
IMG_20211011_140530 (Custom).jpg,Anthracnose,5631,0.0733,success
IMG_20211011_140440 (Custom).jpg,Anthracnose,5166,0.0673,success
IMG_20211011_162055 (Custom).jpg,Anthracnose,12581,0.1638,success
IMG_20211011_164323 (Custom).jpg,Anthracnose,17795,0.2317,success
IMG_20211011_160602 (Custom).jpg,Anthracnose,16563,0.2157,success
IMG_20211011_153410 (Custom).jpg,Anthracnose,10764,0.1402,success
IMG_20211011_153243 (Custom).jpg,Anthracnose,10554,0.1374,success
IMG_20211011_153216 (Custom).jpg,Anthracnose,15307,0.1993,success
IMG_20211011_153442 (Custom).jpg,Anthracnose,10819,0.1409,success
IMG_20211011_164400 (Custom).jpg,Anthracnose,7315,0.0952,success
IMG_20211011_160605 (Custom).jpg,Anthracnose,16986,0.2212,success
IMG_20211011_165900 (Custom).jpg,Anthracnose,9323,0.1214,success
IMG_20211011_152917 (Custom).jpg,Anthracnose,18152,0.2364,success
IMG_20211011_153049 (Custom).jpg,Anthracnose,14146,0.1842,success
20211011_160149 (Custom).jpg,Anthracnose,24291,0.4217,success
IMG_20211011_140324 (Custom).jpg,Anthracnose,5254,0.0684,success
IMG_20211011_162614 (Custom).jpg,Anthracnose,14956,0.1947,success
IMG_20211011_133637 (Custom).jpg,Anthracnose,9854,0.1283,success
20211011_133201 (Custom).jpg,Anthracnose,13616,0.2364,success
20211011_133407 (Custom).jpg,Anthracnose,21444,0.3723,success
IMG_20211011_165907 (Custom).jpg,Anthracnose,11691,0.1522,success
20211008_124931 (Custom).jpg,Anthracnose,13178,0.1716,success
20211008_125118 (Custom).jpg,Anthracnose,10747,0.1399,success
IMG_20211011_164415 (Custom).jpg,Anthracnose,6246,0.0813,success
IMG_20211011_160610 (Custom).jpg,Anthracnose,11891,0.1548,success
IMG_20211011_161345 (Custom).jpg,Anthracnose,17571,0.2288,success
20211011_170720 (Custom).jpg,Anthracnose,16265,0.2824,success
20211011_165858 (Custom).jpg,Anthracnose,16769,0.2911,success
IMG_20211011_162622 (Custom).jpg,Anthracnose,14527,0.1892,success
20211011_170816 - Copy - Copy - Copy (Custom).jpg,Anthracnose,15638,0.2715,success
20211011_134729 (Custom).jpg,Anthracnose,22804,0.3959,success
IMG_20211011_162755 (Custom).jpg,Anthracnose,18751,0.2442,success
20211011_133431 (Custom).jpg,Anthracnose,22459,0.3899,success
IMG_20211011_152926 (Custom).jpg,Anthracnose,13430,0.1749,success
IMG_20211011_140624 - Copy (Custom).jpg,Anthracnose,2851,0.0371,success
IMG_20211011_162752 (Custom).jpg,Anthracnose,21721,0.2828,success
20211011_134659 (Custom).jpg,Anthracnose,17465,0.3032,success
20211011_133436 (Custom).jpg,Anthracnose,594,0.0103,success
IMG_20211011_170404 (Custom).jpg,Anthracnose,9928,0.1293,success
20211011_134413 (Custom).jpg,Anthracnose,16832,0.2922,success
IMG_20211011_153429 - Copy - Copy (Custom).jpg,Anthracnose,11857,0.1544,success
IMG_20211011_164424 (Custom).jpg,Anthracnose,7789,0.1014,success
IMG_20211011_161321 (Custom).jpg,Anthracnose,18802,0.2448,success
20211011_165919 (Custom).jpg,Anthracnose,16648,0.2890,success
20211011_134441 (Custom).jpg,Anthracnose,15218,0.2642,success
20211008_124907 (Custom).jpg,Anthracnose,11107,0.1446,success
IMG_20211011_153345 (Custom).jpg,Anthracnose,10908,0.1420,success
IMG_20211011_165123 (Custom).jpg,Anthracnose,11648,0.1517,success
IMG_20211011_140557 - Copy (Custom).jpg,Anthracnose,4738,0.0617,success
IMG_20211011_162836 (Custom).jpg,Anthracnose,11832,0.1541,success
20211011_133423 (Custom).jpg,Anthracnose,36144,0.6275,success
IMG_20211011_152934 (Custom).jpg,Anthracnose,15403,0.2006,success
IMG_20211011_162036 (Custom).jpg,Anthracnose,13594,0.1770,success
IMG_20211011_162747 (Custom).jpg,Anthracnose,19202,0.2500,success
IMG_20211011_165854 (Custom).jpg,Anthracnose,11245,0.1464,success
IMG_20211011_162031 (Custom).jpg,Anthracnose,10515,0.1369,success
IMG_20211011_140424 (Custom).jpg,Anthracnose,5698,0.0742,success
IMG_20211011_140300 (Custom).jpg,Anthracnose,5182,0.0675,success
20211008_124624 (Custom).jpg,Anthracnose,7869,0.1025,success
20211011_134018 (Custom).jpg,Anthracnose,10877,0.1888,success
IMG_20211011_140506 (Custom).jpg,Anthracnose,5892,0.0767,success
20211011_160205 (Custom).jpg,Anthracnose,20228,0.3512,success
20211011_170704 (Custom).jpg,Anthracnose,13095,0.2273,success
20211011_131304 (Custom).jpg,Anthracnose,19598,0.7121,success
IMG_20211011_165131 (Custom).jpg,Anthracnose,12733,0.1658,success
IMG_20211011_153357 (Custom).jpg,Anthracnose,9236,0.1203,success
IMG_20211011_153220 (Custom).jpg,Anthracnose,13615,0.1773,success
IMG_20211011_161532 (Custom).jpg,Anthracnose,15142,0.1972,success
20211011_170703 (Custom).jpg,Anthracnose,12872,0.2235,success
IMG_20211011_170411 (Custom).jpg,Anthracnose,11255,0.1465,success
IMG_20211011_153551 (Custom).jpg,Anthracnose,16364,0.2131,success
20211231_160920 (Custom).jpg,Healthy,26824,0.3493,success
20211231_160857 (Custom).jpg,Healthy,28561,0.3719,success
20211231_160802 (Custom).jpg,Healthy,19163,0.2495,success
20211231_160409 (Custom).jpg,Healthy,17163,0.2235,success
20211231_123247 (Custom).jpg,Healthy,15252,0.2090,success
20211231_162131 (Custom).jpg,Healthy,17538,0.2284,success
20211231_160611 (Custom).jpg,Healthy,22830,0.2973,success
20211231_155339 (Custom).jpg,Healthy,17472,0.2379,success
20211231_161949 (Custom).jpg,Healthy,18341,0.3107,success
20211231_160643 (Custom).jpg,Healthy,34256,0.4460,success
20211231_124546 (Custom).jpg,Healthy,19623,0.2555,success
20211231_155249 (Custom).jpg,Healthy,19041,0.2479,success
20211231_161545 (Custom).jpg,Healthy,18955,0.2499,success
20211231_161510 (Custom).jpg,Healthy,19645,0.2558,success
20211231_160810 (Custom).jpg,Healthy,19748,0.2571,success
20211231_161039 (Custom).jpg,Healthy,25235,0.3286,success
20211231_162123 (Custom).jpg,Healthy,13187,0.1717,success
20211231_160338 (Custom).jpg,Healthy,19413,0.2528,success
20211231_160817 (Custom).jpg,Healthy,12434,0.1619,success
20211231_161149 (Custom).jpg,Healthy,26558,0.3458,success
20211231_154948 (Custom).jpg,Healthy,13185,0.1717,success
20211231_160721 (Custom).jpg,Healthy,33712,0.4390,success
20211231_161427 (Custom).jpg,Healthy,12845,0.1673,success
20211231_160656 (Custom).jpg,Healthy,15723,0.2047,success
20211231_130320 (Custom).jpg,Healthy,26699,0.3476,success
20211231_130205 (Custom).jpg,Healthy,27513,0.3582,success
20211231_162219 (Custom).jpg,Healthy,18434,0.2400,success
20211231_161502 (Custom).jpg,Healthy,15691,0.2626,success
20211231_124501 (Custom).jpg,Healthy,13275,0.1729,success
20211231_125054 (Custom).jpg,Healthy,15120,0.1969,success
20211231_162037 (Custom).jpg,Healthy,24732,0.3220,success
20211231_123346 (Custom).jpg,Healthy,22683,0.3237,success
20211231_160903 (Custom).jpg,Healthy,31152,0.4056,success
20211231_155704 (Custom).jpg,Healthy,20330,0.2647,success
20211231_123341 (Custom).jpg,Healthy,8586,0.1118,success
20211231_124331 (Custom).jpg,Healthy,16438,0.2140,success
20211231_155942 (Custom).jpg,Healthy,21420,0.2789,success
20211231_123758 (Custom).jpg,Healthy,13703,0.1784,success
20211231_155835 (Custom).jpg,Healthy,20429,0.2660,success
20211231_125037 (Custom).jpg,Healthy,21763,0.2834,success
20211231_161533 (Custom).jpg,Healthy,18467,0.2405,success
20211231_161938 (Custom).jpg,Healthy,15229,0.1983,success
20211231_155945 (Custom).jpg,Healthy,24742,0.3222,success
20211231_155743 (Custom).jpg,Healthy,14058,0.1830,success
20211231_154939 (Custom).jpg,Healthy,10021,0.1305,success
20211231_123552 (Custom).jpg,Healthy,18299,0.2383,success
20211231_130149 (Custom).jpg,Healthy,13775,0.1794,success
20211231_160834 (Custom).jpg,Healthy,25586,0.3332,success
20211231_155308 (Custom).jpg,Healthy,21472,0.2796,success
20211231_155827 (Custom).jpg,Healthy,19059,0.2482,success
20211231_130221 (Custom).jpg,Healthy,13728,0.1787,success
20211231_124859 (Custom).jpg,Healthy,13445,0.1751,success
20211231_161403 (Custom).jpg,Healthy,16991,0.2212,success
20211231_161808 (Custom).jpg,Healthy,15627,0.2035,success
20211231_160705 (Custom).jpg,Healthy,18194,0.2369,success
20211231_155509 (Custom).jpg,Healthy,14774,0.1924,success
20211231_160934 (Custom).jpg,Healthy,29048,0.3782,success
20211231_125815 (Custom).jpg,Healthy,16727,0.2178,success
20211231_162055 (Custom).jpg,Healthy,16458,0.2143,success
20211231_161639 (Custom).jpg,Healthy,17344,0.2258,success
20211231_123253 (Custom).jpg,Healthy,12363,0.1764,success
20211231_160448 (Custom).jpg,Healthy,15046,0.1959,success
20211231_155734 (Custom).jpg,Healthy,18581,0.2419,success
20211231_155045 (Custom).jpg,Healthy,13566,0.1766,success
20211231_155132 (Custom).jpg,Healthy,17388,0.2264,success
20211231_130139 (Custom).jpg,Healthy,21255,0.2768,success
20211231_160650 (Custom).jpg,Healthy,32833,0.4275,success
20211231_155920 (Custom).jpg,Healthy,17528,0.2282,success
20211231_160003 (Custom).jpg,Healthy,24748,0.3222,success
20211231_124552 (Custom).jpg,Healthy,16412,0.2137,success
20211231_155850 (Custom).jpg,Healthy,22563,0.2938,success
20211231_124354 (Custom).jpg,Healthy,26967,0.4071,success
20211231_155927 (Custom).jpg,Healthy,25841,0.3365,success
20211231_160851 (Custom).jpg,Healthy,28654,0.3731,success
20211231_161108 (Custom).jpg,Healthy,19825,0.2581,success
20211231_162040 (Custom).jpg,Healthy,24522,0.3193,success
20211231_123331 (Custom).jpg,Healthy,12629,0.1644,success
20211231_160921 (Custom).jpg,Healthy,23227,0.3024,success
20211231_125800 (Custom).jpg,Healthy,16395,0.2135,success
20211231_160735 (Custom).jpg,Healthy,17017,0.2216,success
20211231_125736 (Custom).jpg,Healthy,21571,0.2809,success
20211231_161342 (Custom).jpg,Healthy,17551,0.2285,success
20211231_161345 (Custom).jpg,Healthy,25252,0.3288,success
20211231_124515 (Custom).jpg,Healthy,22266,0.2899,success
20211231_125015 (Custom).jpg,Healthy,14071,0.1832,success
20211231_162154 (Custom).jpg,Healthy,27545,0.3587,success
20211231_123225 (Custom).jpg,Healthy,13376,0.1742,success
20211231_160942 (Custom).jpg,Healthy,26861,0.3498,success
20211231_155034 (Custom).jpg,Healthy,15323,0.1995,success
20211231_160348 (Custom).jpg,Healthy,15443,0.2011,success
20211231_161648 (Custom).jpg,Healthy,13444,0.2138,success
20211231_123958 (Custom).jpg,Healthy,19401,0.2526,success
20211231_160945 (Custom).jpg,Healthy,18286,0.2381,success
20211231_124401 (Custom).jpg,Healthy,8244,0.1073,success
20211231_162319 (Custom).jpg,Healthy,23068,0.3004,success
20211231_161457 (Custom).jpg,Healthy,19491,0.2538,success
20211231_125752 (Custom).jpg,Healthy,23617,0.3075,success
20211231_160626 (Custom).jpg,Healthy,25866,0.3368,success
20211231_125707 (Custom).jpg,Healthy,16453,0.2142,success
20211231_124322 (Custom).jpg,Healthy,15877,0.2067,success
20211231_125024 (Custom).jpg,Healthy,9580,0.1247,success
20211231_161321 (Custom).jpg,Healthy,9600,0.1250,success
20211231_125824 (Custom).jpg,Healthy,14533,0.1892,success
20211231_162146 (Custom).jpg,Healthy,22139,0.2883,success
20211231_155750 (Custom).jpg,Healthy,14228,0.1853,success
20211231_160957 (Custom).jpg,Healthy,18379,0.2393,success
20211231_130108 (Custom).jpg,Healthy,33407,0.4350,success
20211231_124240 (Custom).jpg,Healthy,29285,0.3813,success
20211231_123629 (Custom).jpg,Healthy,16786,0.2186,success
20211231_160633 (Custom).jpg,Healthy,32888,0.4282,success
20211231_124247 (Custom).jpg,Healthy,20730,0.2699,success
20211231_161333 (Custom).jpg,Healthy,11883,0.1547,success
20211231_161849 (Custom).jpg,Healthy,14209,0.1850,success
20211231_160035 (Custom).jpg,Healthy,23799,0.3099,success
20211231_155916 (Custom).jpg,Healthy,7950,0.1035,success
20211231_155548 (Custom).jpg,Healthy,21201,0.2761,success
20211231_161244 (Custom).jpg,Healthy,20221,0.2633,success
20211231_124724 (Custom).jpg,Healthy,15737,0.2049,success
20211231_160908 (Custom).jpg,Healthy,28987,0.3774,success
20211231_124122 (Custom).jpg,Healthy,23781,0.3096,success
20211231_123947 (Custom).jpg,Healthy,19703,0.2565,success
20211231_160504 (Custom).jpg,Healthy,24431,0.3181,success
20211231_155708 (Custom).jpg,Healthy,20687,0.2694,success
20211231_130238 (Custom).jpg,Healthy,24953,0.3249,success
20211231_161448 (Custom).jpg,Healthy,22916,0.3426,success
20211231_162306 (Custom).jpg,Healthy,23178,0.3018,success
20211231_161339 (Custom).jpg,Healthy,23777,0.3096,success
20211231_162422 (Custom).jpg,Healthy,22039,0.3034,success
20211231_124419 (Custom).jpg,Healthy,16323,0.2125,success
20211231_162223 (Custom).jpg,Healthy,25843,0.3365,success
20211231_162354 (Custom).jpg,Healthy,17682,0.2302,success
20211231_162301 (Custom).jpg,Healthy,25142,0.3274,success
20211231_155432 (Custom).jpg,Healthy,21858,0.2846,success
20211231_162425 (Custom).jpg,Healthy,17204,0.2926,success
20211231_123701 (Custom).jpg,Healthy,11830,0.1540,success
20211231_124641 (Custom).jpg,Healthy,22888,0.2980,success
20211231_124130 (Custom).jpg,Healthy,11727,0.1527,success
20211231_161011 (Custom).jpg,Healthy,32453,0.4226,success
20211231_124012 (Custom).jpg,Healthy,16719,0.2177,success
20211231_162159 (Custom).jpg,Healthy,22463,0.2925,success
20211231_160434 (Custom).jpg,Healthy,8611,0.1121,success
20211231_155427 (Custom).jpg,Healthy,18391,0.2395,success
20211231_160709 (Custom).jpg,Healthy,22017,0.2867,success
20211231_123636 (Custom).jpg,Healthy,19824,0.2581,success
20211231_124922 (Custom).jpg,Healthy,18749,0.2441,success
20211231_160520 (Custom).jpg,Healthy,13115,0.1708,success
20211231_124707 (Custom).jpg,Healthy,16344,0.2128,success
20211231_130051 (Custom).jpg,Healthy,32702,0.4258,success
20211231_161027 (Custom).jpg,Healthy,28803,0.3750,success
20211231_125322 (Custom).jpg,Healthy,20349,0.2650,success
20211231_162207 (Custom).jpg,Healthy,31566,0.4484,success
20211231_123123 (Custom).jpg,Healthy,12848,0.1975,success
20211231_162322 (Custom).jpg,Healthy,16522,0.2151,success
20211231_161439 (Custom).jpg,Healthy,21432,0.3680,success
20211231_124913 (Custom).jpg,Healthy,13704,0.1784,success
20211231_161832 (Custom).jpg,Healthy,18908,0.2462,success
20211231_161945 (Custom).jpg,Healthy,23115,0.3010,success
20211231_123924 (Custom).jpg,Healthy,11672,0.1520,success
20211231_154911 (Custom).jpg,Healthy,18273,0.2379,success
20211231_124113 (Custom).jpg,Healthy,10001,0.1302,success
20211231_160532 (Custom).jpg,Healthy,9532,0.1241,success
20211231_161142 (Custom).jpg,Healthy,33479,0.4359,success
20211231_162128 (Custom).jpg,Healthy,26764,0.3485,success
20211231_124712 (Custom).jpg,Healthy,18026,0.2347,success
20211231_161744 (Custom).jpg,Healthy,16489,0.2804,success
20211231_123801 (Custom).jpg,Healthy,14822,0.1930,success
20211231_161035 (Custom).jpg,Healthy,27647,0.3600,success
20211231_155526 (Custom).jpg,Healthy,17598,0.2291,success
20211231_123737 (Custom).jpg,Healthy,11724,0.1527,success
20211231_162212 (Custom).jpg,Healthy,30573,0.3981,success
20211231_123136 (Custom).jpg,Healthy,17465,0.2274,success
20211231_123647 (Custom).jpg,Healthy,21038,0.2739,success
20211231_162330 (Custom).jpg,Healthy,12391,0.1613,success
20211231_130143 (Custom).jpg,Healthy,26117,0.3401,success
20211231_160435 (Custom).jpg,Healthy,7862,0.1024,success
20211231_154816 (Custom).jpg,Healthy,21357,0.2781,success
20211231_160344 (Custom).jpg,Healthy,14520,0.1891,success
20211231_125230 (Custom).jpg,Healthy,16357,0.2130,success
20211231_123359 (Custom).jpg,Healthy,24045,0.3157,success
20211231_125312 (Custom).jpg,Healthy,18048,0.2350,success
20211231_161042 (Custom).jpg,Healthy,33315,0.4338,success
20211231_124136 (Custom).jpg,Healthy,12877,0.1677,success
20211231_160949 (Custom).jpg,Healthy,24240,0.3156,success
20211231_161132 (Custom).jpg,Healthy,32189,0.4191,success
20211231_161616 (Custom).jpg,Healthy,21310,0.2775,success
20211231_160343 (Custom).jpg,Healthy,20413,0.2658,success
20211231_155556 (Custom).jpg,Healthy,23094,0.3007,success
20211231_162312 (Custom).jpg,Healthy,18522,0.2412,success
20211231_162347 (Custom).jpg,Healthy,21953,0.2858,success
20211231_161857 (Custom).jpg,Healthy,11903,0.1550,success
20211231_162315 (Custom).jpg,Healthy,11502,0.1498,success
20211231_155302 (Custom).jpg,Healthy,24503,0.3190,success
20211231_160550 (Custom).jpg,Healthy,11093,0.1444,success
20211231_160356 (Custom).jpg,Healthy,23443,0.3052,success
20211231_160557 (Custom).jpg,Healthy,13640,0.1776,success
20211231_161057 (Custom).jpg,Healthy,32416,0.4221,success
20211231_155342 (Custom).jpg,Healthy,18225,0.2373,success
20211231_161845 (Custom).jpg,Healthy,14466,0.2018,success
20211231_123622 (Custom).jpg,Healthy,14758,0.1922,success
20211231_160748 (Custom).jpg,Healthy,22245,0.3310,success
20211231_161248 (Custom).jpg,Healthy,20767,0.2704,success
20211231_155235 (Custom).jpg,Healthy,19994,0.2603,success
20211231_124813 (Custom).jpg,Healthy,18065,0.2352,success
20211231_160039 (Custom).jpg,Healthy,13930,0.1814,success
20211231_155345 (Custom).jpg,Healthy,21655,0.2820,success
20211231_160638 (Custom).jpg,Healthy,23977,0.3122,success
20211231_155948 (Custom).jpg,Healthy,17600,0.2292,success
20211231_123625 (Custom).jpg,Healthy,14252,0.1856,success
20211231_154732 (Custom).jpg,Healthy,19610,0.2553,success
20211231_161935 (Custom).jpg,Healthy,27090,0.3527,success
20211231_123529 (Custom).jpg,Healthy,9581,0.1248,success
20211231_123258 (Custom).jpg,Healthy,11397,0.1484,success
20211231_154835 (Custom).jpg,Healthy,15254,0.1986,success
20211231_162059 (Custom).jpg,Healthy,14761,0.1922,success
20211231_161111 (Custom).jpg,Healthy,25048,0.3261,success
20211231_130132 (Custom).jpg,Healthy,20994,0.2734,success
20211231_160444 (Custom).jpg,Healthy,21822,0.2841,success
20211231_160335 (Custom).jpg,Healthy,15555,0.2025,success
20211231_155139 (Custom).jpg,Healthy,14195,0.1848,success
20211231_155457 (Custom).jpg,Healthy,20586,0.2680,success
20211231_162415 (Custom).jpg,Healthy,13584,0.1769,success
20211231_155326 (Custom).jpg,Healthy,16064,0.2092,success
20211231_161903 (Custom).jpg,Healthy,12069,0.1571,success
20211231_124429 (Custom).jpg,Healthy,14441,0.1880,success
20211231_123613 (Custom).jpg,Healthy,11772,0.1593,success
20211231_124228 (Custom).jpg,Healthy,13478,0.1755,success
20211231_162412 (Custom).jpg,Healthy,11177,0.1455,success
20211231_125059 (Custom).jpg,Healthy,18762,0.2443,success
20211231_161620 (Custom).jpg,Healthy,19018,0.2476,success
20211231_125254 (Custom).jpg,Healthy,9534,0.1241,success
20211231_160404 (Custom).jpg,Healthy,11446,0.1490,success
20211231_123847 (Custom).jpg,Healthy,18163,0.2365,success
20211231_160327 (Custom).jpg,Healthy,20120,0.2620,success
20211231_125206 (Custom).jpg,Healthy,15256,0.1986,success
20211231_161103 (Custom).jpg,Healthy,27274,0.3551,success
20211231_125522 (Custom).jpg,Healthy,16348,0.2129,success
20211231_130120 (Custom).jpg,Healthy,20749,0.2702,success
20211231_123937 (Custom).jpg,Healthy,20841,0.2714,success
20211231_124155 (Custom).jpg,Healthy,19334,0.2517,success
20211231_161021 (Custom).jpg,Healthy,35182,0.4801,success
20211231_130002 (Custom).jpg,Healthy,17326,0.2256,success
20211231_123815 (Custom).jpg,Healthy,19301,0.2513,success
20211231_124624 (Custom).jpg,Healthy,17023,0.2217,success
20211231_161750 (Custom).jpg,Healthy,14093,0.1835,success
20211231_123654 (Custom).jpg,Healthy,15995,0.2083,success
20211231_162407 (Custom).jpg,Healthy,18486,0.2940,success
20211231_161328 (Custom).jpg,Healthy,13672,0.1780,success
20211231_162342 (Custom).jpg,Healthy,14030,0.1827,success
20211231_124926 (Custom).jpg,Healthy,19633,0.2556,success
20211231_130229 (Custom).jpg,Healthy,21666,0.2821,success
20211231_123710 (Custom).jpg,Healthy,10109,0.1316,success
20211231_162310 (Custom).jpg,Healthy,26770,0.4193,success
20211231_161529 (Custom).jpg,Healthy,20299,0.2643,success
20211231_125108 (Custom).jpg,Healthy,10785,0.1404,success
20211231_160758 (Custom).jpg,Healthy,17638,0.2297,success
20211231_160512 (Custom).jpg,Healthy,23488,0.3058,success
20211231_123951 (Custom).jpg,Healthy,24867,0.3238,success
20211231_155719 (Custom).jpg,Healthy,26089,0.3397,success
20211231_161015 (Custom).jpg,Healthy,26601,0.3464,success
20211231_161137 (Custom).jpg,Healthy,18694,0.2434,success
20211231_162108 (Custom).jpg,Healthy,28867,0.3759,success
20211231_161613 (Custom).jpg,Healthy,15767,0.2053,success
20211231_155541 (Custom).jpg,Healthy,23160,0.3320,success
20211231_160718 (Custom).jpg,Healthy,30553,0.3978,success
20211231_123156 (Custom).jpg,Healthy,16705,0.2175,success
20211231_162227 (Custom).jpg,Healthy,25310,0.3296,success
20211231_124816 (Custom).jpg,Healthy,15310,0.1993,success
20211231_124843 (Custom).jpg,Healthy,10130,0.1319,success
20211231_162350 (Custom).jpg,Healthy,23945,0.3118,success
20211231_161840 (Custom).jpg,Healthy,15089,0.2400,success
20211231_160353 (Custom).jpg,Healthy,21585,0.2811,success
20211231_161606 (Custom).jpg,Healthy,13092,0.1705,success
20211231_123548 (Custom).jpg,Healthy,18531,0.2413,success
20211231_160422 (Custom).jpg,Healthy,11343,0.1477,success
20211231_160500 (Custom).jpg,Healthy,9310,0.1212,success
20211231_155028 (Custom).jpg,Healthy,18286,0.2381,success
20211231_125350 (Custom).jpg,Healthy,20104,0.2618,success
20211231_125504 (Custom).jpg,Healthy,13108,0.1707,success
20211231_130024 (Custom).jpg,Healthy,17088,0.2507,success
20211231_161007 (Custom).jpg,Healthy,29694,0.3866,success
20211231_160959 (Custom).jpg,Healthy,18898,0.2461,success
20211231_162243 (Custom).jpg,Healthy,17970,0.2340,success
20211231_160729 (Custom).jpg,Healthy,23333,0.3038,success
20211231_123734 (Custom).jpg,Healthy,11061,0.1440,success
20211231_155323 (Custom).jpg,Healthy,13239,0.1738,success
20211231_162334 (Custom).jpg,Healthy,17102,0.2227,success
20211231_161954 (Custom).jpg,Healthy,20780,0.2706,success
20211231_155455 (Custom).jpg,Healthy,24896,0.3585,success
20211231_124957 (Custom).jpg,Healthy,17333,0.2257,success
20211231_161146 (Custom).jpg,Healthy,22789,0.2967,success
20211231_161740 (Custom).jpg,Healthy,19405,0.2527,success
20211231_130012 (Custom).jpg,Healthy,19989,0.2603,success
20211231_161031 (Custom).jpg,Healthy,22478,0.3838,success
20211231_123850 (Custom).jpg,Healthy,12608,0.1642,success
20211231_160441 (Custom).jpg,Healthy,16489,0.2147,success
20211231_123920 (Custom).jpg,Healthy,15356,0.1999,success
20211231_161630 (Custom).jpg,Healthy,21475,0.2796,success
20211231_160330 (Custom).jpg,Healthy,24043,0.3131,success
20211231_161712 (Custom).jpg,Healthy,15270,0.2248,success
20211231_124117 (Custom).jpg,Healthy,15000,0.1953,success
20211231_124917 (Custom).jpg,Healthy,13000,0.1693,success
20211231_161319 (Custom).jpg,Healthy,9492,0.1236,success
20211231_160619 (Custom).jpg,Healthy,20851,0.2715,success
20211231_162402 (Custom).jpg,Healthy,16355,0.2130,success
20211231_162251 (Custom).jpg,Healthy,28130,0.3663,success
20211231_124945 (Custom).jpg,Healthy,10146,0.1321,success
20211231_123721 (Custom).jpg,Healthy,15419,0.2008,success
20211231_155819 (Custom).jpg,Healthy,20642,0.2688,success
20211231_124348 (Custom).jpg,Healthy,13895,0.2714,success
20211231_155530 (Custom).jpg,Healthy,19298,0.2513,success
20211231_161913 (Custom).jpg,Healthy,15270,0.1988,success
20211231_124102 (Custom).jpg,Healthy,14032,0.1827,success
20211231_160523 (Custom).jpg,Healthy,13048,0.1699,success
20211231_123338 (Custom).jpg,Healthy,10656,0.1388,success
20211231_161024 (Custom).jpg,Healthy,26661,0.3471,success
20211231_161700 (Custom).jpg,Healthy,15340,0.1997,success
20211231_154907 (Custom).jpg,Healthy,20632,0.2686,success
20211231_160118 (Custom).jpg,Healthy,15781,0.2055,success
20211231_124845 (Custom).jpg,Healthy,10580,0.1378,success
20211231_123105 (Custom).jpg,Healthy,9513,0.1239,success
